Date,Region,Crop,Price per kg,Rainfall (mm),Temperature (°C),Fertilizer Cost (PHP/kg),Fuel Price (PHP/liter),Pest Outbreak,Market Demand (1-10)
2024-06-10,Ilocos Region,Onion,41.2,138.0,26.3,43.08,63.81,Yes,8
2025-01-10,Northern Mindanao,Pineapple,41.48,154.5,31.5,53.02,52.73,Yes,10
2024-03-07,CALABARZON,Tobacco,43.07,292.4,35.8,59.75,55.14,No,3
2025-02-14,Western Visayas,Corn,75.02,227.5,26.8,57.85,74.63,No,7
2023-08-01,Northern Mindanao,Tobacco,68.61,289.9,27.3,34.72,40.15,Yes,1
2024-05-21,Central Visayas,Pineapple,68.94,164.5,32.0,36.37,57.75,No,2
2025-01-08,Eastern Visayas,Corn,52.0,125.0,31.4,31.07,42.97,Yes,5
2023-12-25,Ilocos Region,Onion,45.92,289.0,35.2,34.7,41.49,Yes,4
2025-01-17,Central Luzon,Coffee,93.75,267.8,29.5,58.08,43.81,No,4
2024-01-26,CALABARZON,Mango,70.28,214.1,31.7,31.71,58.2,Yes,3
2023-10-21,Zamboanga Peninsula,Coffee,43.16,104.1,27.0,51.9,73.37,No,10
2023-06-20,Cagayan Valley,Mango,52.86,192.1,32.4,36.56,69.89,Yes,1
2024-02-16,Ilocos Region,Tobacco,43.81,249.8,28.4,44.83,66.28,No,3
2024-02-02,Cagayan Valley,Tomato,72.42,269.9,35.5,48.34,46.92,No,9
2024-06-15,Ilocos Region,Tomato,81.8,107.9,26.8,39.1,58.59,Yes,3
2023-10-14,Northern Mindanao,Sugarcane,68.02,207.8,33.2,36.53,60.14,No,7
2024-10-31,Davao Region,Banana,66.74,292.6,32.1,49.43,52.3,No,1
2024-08-14,Ilocos Region,Mango,51.2,68.5,32.8,33.06,56.99,No,7
2024-10-11,Central Visayas,Coconut,45.72,107.1,26.2,45.32,71.66,Yes,10
2023-11-17,Western Visayas,Rice,89.52,93.1,29.7,34.66,41.21,No,4
2024-01-26,Cagayan Valley,Tomato,79.89,133.5,32.8,33.47,67.84,Yes,10
2023-06-01,Davao Region,Coconut,69.97,109.4,35.7,42.41,48.86,Yes,3
2024-12-17,Eastern Visayas,Sugarcane,74.62,186.1,26.6,42.41,49.71,Yes,8
2024-07-28,CALABARZON,Pineapple,91.52,293.3,29.2,58.61,61.85,No,9
2023-11-02,Eastern Visayas,Banana,81.53,287.2,36.0,37.67,64.57,No,9
2024-12-16,SOCCSKSARGEN,Coconut,35.49,240.7,32.6,52.05,49.07,Yes,6
2024-09-21,Davao Region,Mango,45.71,175.0,34.5,38.44,52.78,No,6
2023-06-30,CALABARZON,Rice,32.6,205.4,34.6,51.91,45.1,Yes,9
2024-03-18,Central Luzon,Corn,99.47,293.1,29.4,59.03,69.03,Yes,4
2024-07-22,Central Visayas,Sugarcane,44.03,93.9,34.5,49.12,42.51,Yes,3
2024-06-04,Davao Region,Coffee,96.37,66.0,28.5,36.33,58.27,No,6
2025-04-07,Eastern Visayas,Mango,77.86,75.1,33.8,56.35,65.24,Yes,7
2024-07-07,Eastern Visayas,Onion,45.1,178.9,32.2,47.12,63.84,Yes,9
2023-12-24,Eastern Visayas,Corn,51.56,128.8,26.4,57.95,50.31,No,8
2024-12-25,Central Visayas,Mango,89.37,90.5,31.2,39.8,67.95,Yes,9
2025-03-19,Bicol Region,Tomato,92.58,289.6,28.4,44.91,68.97,No,8
2023-08-24,Cagayan Valley,Tomato,80.58,221.3,32.1,47.27,63.06,Yes,8
2024-05-05,SOCCSKSARGEN,Garlic,34.09,84.5,34.8,36.92,43.52,Yes,4
2023-06-04,Central Luzon,Pineapple,59.13,104.5,28.2,42.85,42.07,No,7
2024-09-08,SOCCSKSARGEN,Tobacco,90.03,236.0,27.4,51.92,59.39,Yes,1
2024-08-19,CALABARZON,Tomato,67.97,124.6,28.2,47.14,68.5,Yes,8
2025-01-09,Eastern Visayas,Corn,85.82,216.8,30.5,48.69,70.23,Yes,3
2024-08-01,Cagayan Valley,Mango,98.64,236.5,29.5,31.19,48.52,Yes,8
2024-05-01,Zamboanga Peninsula,Pineapple,76.82,152.3,34.4,36.29,57.32,Yes,1
2023-12-17,Eastern Visayas,Tobacco,46.59,194.5,29.8,40.33,59.03,No,4
2023-10-10,Cagayan Valley,Mango,93.65,111.8,33.4,41.14,66.22,No,2
2024-08-01,Zamboanga Peninsula,Onion,74.34,54.1,32.7,49.82,42.38,Yes,2
2024-07-01,Western Visayas,Corn,52.75,113.4,26.9,50.52,59.8,Yes,4
2023-08-23,SOCCSKSARGEN,Pineapple,67.04,293.9,35.5,43.0,62.8,Yes,3
2024-01-22,Bicol Region,Mango,38.37,299.4,26.6,50.13,69.6,Yes,6
2023-08-05,Bicol Region,Sugarcane,84.62,249.0,33.7,35.53,59.66,No,1
2023-12-08,Bicol Region,Coconut,53.76,285.7,29.2,40.98,65.68,Yes,9
2024-08-03,Western Visayas,Rice,58.74,295.3,35.9,42.1,71.5,Yes,3
2024-04-11,Ilocos Region,Corn,75.46,77.5,34.6,34.99,51.53,Yes,8
2025-02-06,Davao Region,Tobacco,33.7,232.2,32.9,56.39,57.82,Yes,10
2023-05-30,Ilocos Region,Tobacco,91.59,119.5,34.3,37.15,48.91,Yes,7
2023-08-28,Eastern Visayas,Tomato,53.65,245.7,31.8,37.28,50.84,Yes,2
2025-03-09,Bicol Region,Tomato,94.08,129.4,33.1,40.55,67.88,Yes,2
2024-02-20,Bicol Region,Mango,90.16,195.3,31.7,30.43,59.78,Yes,7
2023-08-21,SOCCSKSARGEN,Sugarcane,30.57,162.0,32.8,41.3,69.07,Yes,3
2025-02-07,Bicol Region,Tobacco,52.16,94.3,34.9,31.66,55.57,No,4
2023-11-05,Cagayan Valley,Sugarcane,42.5,210.2,32.6,34.7,69.04,Yes,2
2024-12-25,SOCCSKSARGEN,Pineapple,46.03,267.0,31.5,45.83,44.49,Yes,4
2024-10-17,Northern Mindanao,Pineapple,30.52,255.0,31.9,50.9,61.0,Yes,1
2024-12-25,Ilocos Region,Rice,98.72,261.7,29.8,58.74,51.28,Yes,1
2023-12-05,Cagayan Valley,Garlic,86.03,264.6,33.9,30.88,66.89,No,8
2024-11-28,Davao Region,Corn,93.43,169.7,30.5,39.6,58.51,No,2
2024-08-17,CALABARZON,Coffee,93.14,241.0,31.8,58.17,47.97,Yes,8
2023-05-17,Ilocos Region,Garlic,95.51,253.0,26.8,55.43,72.65,Yes,6
2025-01-30,Western Visayas,Tobacco,92.09,61.4,31.7,42.71,54.12,Yes,4
2024-06-12,Central Visayas,Mango,66.51,149.4,29.6,44.54,70.19,Yes,4
2024-02-22,Cagayan Valley,Corn,86.08,70.6,27.2,40.39,47.91,Yes,9
2024-01-06,SOCCSKSARGEN,Tomato,86.81,255.8,30.5,56.72,67.58,No,9
2024-01-11,Zamboanga Peninsula,Corn,74.53,51.7,27.7,43.19,44.56,No,7
2024-01-09,CALABARZON,Tomato,67.88,183.4,27.7,56.91,52.24,No,8
2024-04-03,Eastern Visayas,Onion,84.63,215.5,32.2,34.89,66.88,Yes,5
2023-05-11,CALABARZON,Sugarcane,39.87,207.8,27.1,42.16,70.65,Yes,10
2025-01-17,Western Visayas,Tobacco,36.21,126.0,28.0,54.21,42.72,No,7
2024-05-07,SOCCSKSARGEN,Mango,68.76,283.0,29.0,37.32,67.27,Yes,9
2024-07-22,Cagayan Valley,Tobacco,42.33,182.2,34.2,48.95,52.99,Yes,7
2023-09-02,SOCCSKSARGEN,Rice,54.71,182.5,34.7,56.42,61.02,No,4
2024-06-05,Northern Mindanao,Tobacco,40.71,297.6,31.5,54.61,41.7,No,3
2024-08-01,Zamboanga Peninsula,Tomato,68.89,218.8,30.1,58.06,74.3,No,7
2024-09-21,Eastern Visayas,Pineapple,53.41,146.3,29.0,50.87,43.37,Yes,9
2023-06-29,Cagayan Valley,Onion,92.38,153.7,27.2,43.37,41.81,Yes,2
2024-07-18,Bicol Region,Sugarcane,50.04,171.0,26.2,41.42,64.7,No,5
2025-03-30,Cagayan Valley,Onion,57.99,185.0,29.2,52.66,62.75,No,5
2024-03-09,SOCCSKSARGEN,Tobacco,73.16,141.4,32.5,34.63,44.38,Yes,10
2024-01-27,Ilocos Region,Garlic,43.8,283.2,29.6,31.05,63.23,No,8
2025-03-08,SOCCSKSARGEN,Mango,66.27,164.5,27.5,58.85,67.62,Yes,6
2025-02-20,Ilocos Region,Onion,55.07,111.4,33.7,55.93,61.52,No,10
2023-12-20,SOCCSKSARGEN,Tomato,43.22,60.7,28.8,41.72,59.33,No,4
2025-03-10,SOCCSKSARGEN,Tobacco,83.51,68.5,30.2,50.05,42.26,Yes,6
2024-11-28,Western Visayas,Coconut,87.54,76.8,32.1,46.58,59.14,No,3
2024-05-27,Bicol Region,Pineapple,37.61,183.6,27.6,56.33,63.39,No,9
2025-01-13,CALABARZON,Mango,51.52,175.1,31.6,38.84,52.94,Yes,10
2024-07-07,Eastern Visayas,Sugarcane,82.73,263.8,29.6,59.1,58.53,No,5
2023-06-27,Western Visayas,Onion,87.37,243.6,35.0,59.7,49.58,Yes,7
2024-07-28,Central Visayas,Tomato,84.58,50.9,30.0,50.59,75.0,No,2
2024-07-02,Central Luzon,Sugarcane,97.37,140.7,31.2,35.54,46.12,No,8
2023-07-01,Western Visayas,Coconut,58.7,152.0,27.5,45.73,53.47,No,4
2024-05-15,CALABARZON,Coconut,95.32,52.5,32.4,54.54,54.82,Yes,6
2025-03-28,Davao Region,Garlic,59.61,292.8,31.0,34.08,49.44,No,10
2024-09-21,Cagayan Valley,Tomato,37.6,185.2,32.0,57.6,47.21,No,10
2025-03-31,Western Visayas,Mango,81.82,283.2,30.3,51.58,74.94,No,7
2024-03-20,CALABARZON,Tomato,83.42,220.5,34.7,37.66,65.22,No,8
2023-11-17,Northern Mindanao,Sugarcane,69.17,64.3,33.5,46.76,43.64,No,1
2025-04-09,CALABARZON,Pineapple,40.33,208.6,26.5,31.57,47.62,No,8
2025-01-27,Bicol Region,Mango,73.37,101.3,34.0,32.37,48.81,Yes,3
2024-09-02,Zamboanga Peninsula,Pineapple,82.89,167.6,28.3,42.29,68.03,Yes,9
2024-04-13,Davao Region,Tobacco,57.78,297.3,35.2,32.82,44.46,No,3
2023-10-30,Northern Mindanao,Coconut,77.68,118.8,26.7,41.99,73.47,Yes,3
2025-02-01,Bicol Region,Onion,44.19,216.0,26.3,57.26,46.04,Yes,8
2025-02-27,Eastern Visayas,Onion,49.48,250.9,29.9,38.18,53.59,Yes,8
2024-11-22,Bicol Region,Coconut,35.67,275.2,32.8,43.07,51.32,Yes,7
2023-05-12,Western Visayas,Tomato,69.01,174.3,35.2,47.52,46.19,Yes,5
2024-09-02,Northern Mindanao,Garlic,39.29,50.2,26.1,30.21,63.88,Yes,4
2024-01-19,Central Visayas,Coconut,53.76,276.4,32.1,44.74,47.27,Yes,4
2025-02-17,CALABARZON,Sugarcane,93.18,167.9,26.3,32.05,71.43,Yes,5
2025-02-04,Bicol Region,Coffee,52.66,175.3,33.4,34.08,73.29,Yes,3
2025-04-13,Zamboanga Peninsula,Tomato,84.81,153.3,27.8,50.23,63.64,No,3
2025-02-12,Central Visayas,Banana,39.76,65.3,32.7,42.22,60.74,Yes,2
2025-03-30,Cagayan Valley,Mango,39.89,272.4,35.1,40.77,72.44,No,1
2024-04-02,Western Visayas,Coconut,97.43,249.1,33.3,43.14,40.25,Yes,2
2024-09-06,Central Visayas,Pineapple,82.57,130.6,32.2,50.25,72.39,Yes,10
2024-11-12,Ilocos Region,Tobacco,69.27,281.2,34.4,35.11,67.32,No,1
2023-05-21,Cagayan Valley,Tomato,46.79,98.1,27.7,31.77,46.84,No,4
2024-09-20,Ilocos Region,Tobacco,30.3,284.5,31.4,50.77,72.72,No,9
2023-11-10,Central Luzon,Coconut,85.62,76.4,33.9,47.51,69.28,Yes,1
2024-06-25,Zamboanga Peninsula,Pineapple,57.05,174.4,34.0,39.67,62.53,No,3
2023-11-26,Cagayan Valley,Tomato,86.28,294.7,26.3,55.73,59.49,No,1
2024-08-23,Eastern Visayas,Coconut,77.05,205.1,28.2,44.26,52.31,No,3
2023-10-11,Western Visayas,Coconut,75.59,156.3,31.5,34.42,67.55,Yes,2
2024-05-19,SOCCSKSARGEN,Mango,68.66,273.0,30.2,46.42,54.66,Yes,9
2023-07-29,Ilocos Region,Mango,46.29,234.5,33.2,51.37,41.67,Yes,2
2025-03-08,SOCCSKSARGEN,Sugarcane,56.72,292.5,34.0,52.62,67.86,No,6
2024-02-17,Central Luzon,Garlic,51.93,175.4,26.1,49.98,47.63,No,1
2024-04-17,Western Visayas,Corn,37.79,225.4,30.2,48.24,59.87,No,1
2024-01-11,Central Luzon,Rice,38.76,259.3,34.9,48.57,74.89,Yes,5
2024-12-31,SOCCSKSARGEN,Tobacco,55.13,61.3,33.0,52.81,56.42,No,6
2024-05-01,CALABARZON,Rice,58.49,292.3,32.6,33.86,64.96,Yes,4
2024-01-04,Northern Mindanao,Tobacco,69.54,205.1,27.0,59.8,41.07,Yes,1
2025-04-19,Bicol Region,Tomato,35.46,127.0,32.6,38.19,48.52,Yes,6
2025-05-06,Cagayan Valley,Onion,79.2,282.6,31.5,56.01,74.86,No,3
2024-03-23,Central Luzon,Rice,66.31,200.3,27.9,56.7,60.26,No,6
2024-09-15,CALABARZON,Coconut,44.49,230.4,35.2,49.65,44.29,No,3
2024-07-08,Central Visayas,Tomato,81.85,184.5,34.3,45.12,55.72,Yes,6
2025-02-22,Zamboanga Peninsula,Tomato,61.04,204.1,30.6,54.64,66.2,Yes,1
2023-06-18,CALABARZON,Pineapple,92.26,79.8,26.9,59.93,69.67,No,10
2024-05-12,Northern Mindanao,Rice,94.05,201.0,26.4,31.41,67.45,Yes,5
2024-09-03,Eastern Visayas,Onion,56.96,230.9,30.5,53.67,52.99,Yes,1
2024-05-06,Davao Region,Corn,60.86,185.8,30.0,57.79,73.67,No,3
2024-09-06,Davao Region,Rice,58.02,223.7,27.7,30.11,48.3,Yes,2
2024-11-13,Central Visayas,Garlic,41.4,293.6,31.4,48.83,55.29,Yes,5
2023-12-12,Cagayan Valley,Rice,84.56,55.6,28.2,34.05,42.07,Yes,8
2025-01-08,Western Visayas,Tobacco,52.87,202.6,28.7,55.97,53.94,No,3
2023-11-21,Central Luzon,Garlic,42.43,297.6,30.6,47.26,63.81,Yes,6
2025-04-25,Eastern Visayas,Corn,91.64,160.8,29.5,31.22,42.54,Yes,1
2024-09-21,Central Luzon,Corn,70.92,211.4,29.4,34.56,41.97,No,4
2024-03-26,SOCCSKSARGEN,Pineapple,62.71,257.4,34.5,59.27,67.83,Yes,9
2024-11-08,Eastern Visayas,Garlic,83.24,114.6,32.9,30.02,59.18,No,2
2024-07-25,CALABARZON,Tomato,88.49,180.8,32.5,45.83,58.33,No,8
2023-07-14,Davao Region,Corn,79.6,147.6,33.3,53.31,45.63,Yes,10
2024-08-23,SOCCSKSARGEN,Tobacco,38.62,266.4,30.5,48.74,68.48,Yes,10
2025-05-02,SOCCSKSARGEN,Pineapple,41.14,103.0,27.9,43.55,58.58,Yes,4
2023-07-02,Northern Mindanao,Coffee,77.66,144.4,26.5,41.21,41.89,No,7
2024-01-08,Ilocos Region,Mango,78.44,111.1,28.6,43.88,52.47,No,10
2025-01-26,Eastern Visayas,Onion,58.11,73.7,34.5,30.18,70.16,No,3
2023-05-16,Davao Region,Sugarcane,42.25,173.5,27.0,49.87,40.1,Yes,2
2025-02-28,Northern Mindanao,Coconut,98.17,85.8,27.5,41.43,71.72,Yes,9
2024-11-23,Zamboanga Peninsula,Coffee,90.64,180.9,34.7,42.69,53.16,Yes,10
2024-05-22,SOCCSKSARGEN,Onion,52.61,179.1,31.0,41.99,58.4,Yes,3
2025-04-01,SOCCSKSARGEN,Garlic,32.21,267.0,29.7,47.78,44.37,Yes,8
2024-01-22,Zamboanga Peninsula,Garlic,41.42,261.3,31.9,33.75,54.72,No,4
2025-02-02,Davao Region,Pineapple,35.36,128.1,27.3,52.81,60.4,Yes,6
2023-08-27,Zamboanga Peninsula,Onion,82.24,128.8,30.4,49.84,60.3,Yes,7
2024-07-27,Western Visayas,Garlic,30.34,183.6,33.7,58.45,48.99,Yes,5
2025-04-27,Eastern Visayas,Banana,90.9,121.1,35.3,57.99,54.06,No,4
2023-12-19,Cagayan Valley,Sugarcane,45.16,58.1,30.6,59.31,68.81,No,6
2025-04-16,SOCCSKSARGEN,Corn,98.67,129.1,30.4,37.88,45.49,Yes,6
2023-08-25,Davao Region,Rice,31.24,110.2,32.6,43.48,47.8,No,1
2023-11-15,SOCCSKSARGEN,Mango,90.1,191.1,31.8,52.86,70.95,Yes,1
2025-04-27,Central Luzon,Garlic,50.51,268.7,29.1,38.77,66.78,No,4
2024-05-31,Western Visayas,Coffee,39.21,220.2,28.7,30.2,52.3,No,7
2024-11-26,Davao Region,Garlic,31.9,185.8,31.6,50.33,72.06,No,2
2024-03-19,Cagayan Valley,Coffee,77.49,210.5,30.4,53.25,72.86,Yes,9
2024-10-09,Western Visayas,Garlic,66.28,95.8,29.7,57.07,62.8,No,4
2023-10-25,CALABARZON,Tomato,59.08,140.2,31.1,36.75,74.32,No,7
2025-03-05,Western Visayas,Rice,82.93,87.2,28.7,37.63,69.97,Yes,10
2024-08-25,Bicol Region,Mango,55.78,109.8,32.8,43.7,42.59,Yes,3
2024-12-22,Western Visayas,Garlic,80.35,223.1,26.7,44.53,41.97,No,7
2023-12-08,Bicol Region,Corn,88.02,240.3,30.5,32.32,64.72,Yes,1
2025-03-28,Davao Region,Rice,52.11,164.2,29.1,33.22,47.37,No,3
2024-07-24,Eastern Visayas,Mango,96.83,201.8,29.3,48.05,65.35,Yes,9
2024-01-21,Central Visayas,Mango,82.2,271.7,30.9,40.28,60.67,No,1
2024-06-24,Cagayan Valley,Tomato,98.99,277.8,32.3,36.39,44.67,No,10
2025-01-27,Ilocos Region,Tobacco,34.97,166.2,29.1,33.18,60.11,Yes,7
2023-11-11,Zamboanga Peninsula,Tobacco,78.53,131.9,31.7,51.42,43.0,No,2
2024-07-06,Central Luzon,Banana,30.76,103.5,32.5,31.23,51.91,Yes,1
2024-07-17,Western Visayas,Sugarcane,89.53,112.8,32.9,47.45,40.58,Yes,10
2025-03-14,Davao Region,Banana,35.85,260.4,26.9,36.14,49.75,No,10
2023-05-29,CALABARZON,Rice,45.51,140.4,27.3,42.51,63.85,Yes,10
2024-03-06,Central Visayas,Sugarcane,83.36,223.8,33.5,48.72,49.56,No,6
2024-04-11,Davao Region,Onion,74.75,184.9,33.2,46.15,45.52,No,7
2023-08-31,Ilocos Region,Garlic,96.8,118.9,30.1,58.59,60.45,No,3
2024-02-12,Central Visayas,Rice,47.28,202.9,29.6,37.67,61.57,Yes,10
2024-10-13,Western Visayas,Tomato,53.37,52.9,30.1,42.17,61.18,Yes,8
2024-11-17,Northern Mindanao,Onion,86.12,53.1,32.0,31.44,62.35,No,8
2024-12-29,Western Visayas,Sugarcane,46.21,195.6,30.0,40.8,45.35,No,7
2024-03-30,Northern Mindanao,Pineapple,77.46,167.0,30.3,36.96,69.62,Yes,8
2023-12-12,Davao Region,Banana,97.03,221.0,26.7,50.24,49.18,No,9
2025-05-09,CALABARZON,Coffee,92.5,224.7,32.4,49.29,45.13,No,10
2023-05-15,Eastern Visayas,Banana,84.58,198.5,31.1,49.81,54.64,No,9
2024-07-15,Davao Region,Tomato,41.19,154.4,33.4,48.47,74.08,No,2
2024-12-12,SOCCSKSARGEN,Tobacco,43.62,146.9,35.0,38.76,43.93,Yes,9
2024-07-23,Eastern Visayas,Corn,40.41,75.0,32.2,30.54,47.49,No,7
2024-04-01,SOCCSKSARGEN,Tobacco,85.06,147.1,28.9,53.36,57.19,No,10
2023-12-14,Zamboanga Peninsula,Banana,70.9,132.0,26.9,46.95,62.08,Yes,3
2024-01-05,Ilocos Region,Pineapple,72.45,141.4,26.9,45.61,45.8,No,5
2024-05-30,Ilocos Region,Corn,62.83,85.7,34.4,37.51,42.01,Yes,7
2024-02-21,Central Luzon,Garlic,35.31,240.8,32.2,41.63,70.63,No,5
2025-01-14,Central Luzon,Mango,97.19,58.9,28.1,55.68,68.67,Yes,7
2023-05-24,Northern Mindanao,Rice,76.57,159.9,34.4,51.08,63.97,Yes,9
2025-01-29,Davao Region,Tobacco,74.54,265.1,33.0,55.08,69.16,Yes,3
2023-07-26,SOCCSKSARGEN,Coconut,33.99,91.3,28.2,40.58,45.16,No,8
2023-09-07,Central Luzon,Tobacco,53.0,113.9,26.4,40.03,62.29,No,2
2024-07-24,Central Luzon,Pineapple,39.13,69.2,29.9,50.97,74.34,No,9
2024-05-03,Zamboanga Peninsula,Onion,80.34,267.3,30.2,36.78,69.23,Yes,3
2025-02-04,Central Visayas,Rice,90.77,192.9,32.1,46.95,45.69,No,7
2024-04-26,Davao Region,Pineapple,84.84,171.1,29.2,56.34,51.82,No,1
2025-04-25,Northern Mindanao,Tomato,97.46,95.5,27.4,35.18,53.95,Yes,10
2025-03-26,Northern Mindanao,Tobacco,75.8,160.5,34.6,44.54,47.1,No,10
2024-01-26,Zamboanga Peninsula,Onion,76.6,212.2,28.1,46.26,60.92,No,2
2024-11-13,Western Visayas,Tomato,97.87,203.8,28.8,30.37,59.56,No,2
2024-06-06,Western Visayas,Coconut,41.83,295.0,33.5,37.79,42.64,No,6
2023-09-02,CALABARZON,Mango,66.33,248.3,29.6,44.51,69.83,Yes,9
2024-10-28,Northern Mindanao,Rice,30.09,296.0,28.3,54.48,66.27,No,9
2024-09-16,Ilocos Region,Sugarcane,87.8,142.5,27.9,32.88,52.55,No,9
2024-02-03,Central Luzon,Onion,30.55,113.5,26.3,48.4,65.22,No,3
2023-06-10,CALABARZON,Tomato,33.21,64.5,31.0,31.85,47.63,Yes,7
2025-03-29,Northern Mindanao,Coffee,60.61,115.8,29.3,33.76,42.84,Yes,2
2024-12-27,Zamboanga Peninsula,Banana,46.19,122.1,29.8,50.78,52.92,No,1
2024-06-20,Ilocos Region,Pineapple,71.26,145.0,35.5,51.61,44.1,Yes,6
2024-06-07,Central Visayas,Mango,88.19,133.0,28.8,32.26,53.31,No,9
2024-09-07,SOCCSKSARGEN,Rice,54.86,293.4,35.1,47.82,52.52,No,7
2024-06-20,Western Visayas,Pineapple,86.07,178.5,28.5,40.92,72.88,No,5
2024-07-04,Cagayan Valley,Mango,49.11,131.0,35.1,55.52,59.78,No,3
2025-01-18,Central Visayas,Coconut,75.33,77.3,35.5,58.32,66.99,Yes,9
2024-08-26,Northern Mindanao,Tomato,42.35,149.4,28.1,52.37,55.85,No,10
2024-06-07,Central Luzon,Sugarcane,56.85,202.5,35.2,43.16,73.94,Yes,4
2023-12-13,CALABARZON,Corn,48.45,240.6,30.3,47.9,68.63,No,7
2023-07-15,Zamboanga Peninsula,Mango,60.39,82.3,28.0,38.06,67.15,No,8
2024-07-28,Ilocos Region,Tomato,72.06,287.3,28.9,55.18,62.2,Yes,8
2025-01-30,Western Visayas,Tobacco,47.16,127.2,35.3,34.07,40.08,No,8
2023-10-17,Central Luzon,Coconut,74.34,282.9,28.1,35.73,67.39,No,4
2024-09-23,Ilocos Region,Coffee,31.03,244.6,33.4,38.99,65.97,No,10
2024-06-21,Zamboanga Peninsula,Onion,42.44,267.1,32.3,39.71,43.55,No,8
2024-02-02,Northern Mindanao,Mango,95.69,299.4,27.4,35.48,71.87,Yes,2
2024-12-22,Western Visayas,Tobacco,54.7,163.3,31.8,57.81,72.77,Yes,4
2025-01-02,Central Luzon,Tobacco,71.37,130.3,27.9,40.08,56.89,No,7
2024-10-13,Zamboanga Peninsula,Rice,58.26,195.8,30.4,51.81,49.97,Yes,3
2024-04-05,CALABARZON,Onion,86.3,191.2,26.2,30.32,68.03,Yes,9
2023-08-10,Davao Region,Mango,38.02,151.2,31.2,48.1,72.36,Yes,7
2024-05-03,Cagayan Valley,Garlic,82.82,168.7,35.6,34.35,53.38,Yes,6
2024-12-08,SOCCSKSARGEN,Banana,70.31,191.3,29.6,41.68,74.74,Yes,2
2023-09-19,Cagayan Valley,Tomato,43.59,195.0,31.9,46.72,43.61,No,7
2024-11-11,Western Visayas,Rice,65.7,100.3,32.1,54.06,64.66,Yes,1
2025-05-08,Davao Region,Tobacco,80.16,172.1,27.8,48.26,64.17,No,2
2024-07-13,Central Visayas,Banana,67.0,225.9,31.4,36.27,67.52,No,6
2023-10-23,Zamboanga Peninsula,Sugarcane,92.39,131.3,32.8,34.38,64.06,No,6
2024-08-26,Bicol Region,Tobacco,58.2,260.4,31.8,34.64,47.58,Yes,8
2024-03-29,Central Luzon,Tobacco,59.53,236.8,28.5,43.15,56.54,No,9
2023-06-27,Davao Region,Garlic,74.21,180.9,33.6,41.53,59.13,No,1
2024-12-12,Zamboanga Peninsula,Onion,70.58,189.6,30.1,41.34,67.54,Yes,7
2023-07-05,SOCCSKSARGEN,Coconut,95.43,239.6,29.6,58.36,67.37,Yes,10
2023-12-22,Western Visayas,Mango,72.37,69.4,31.9,57.63,64.01,No,10
2023-08-17,Zamboanga Peninsula,Coconut,45.14,170.0,32.0,57.6,72.71,No,1
2023-09-27,Zamboanga Peninsula,Mango,63.52,212.2,32.8,56.27,55.88,Yes,10
2024-10-01,Central Visayas,Mango,38.3,224.7,34.0,52.01,62.82,No,8
2024-10-18,Bicol Region,Onion,56.15,92.0,27.7,55.91,63.94,Yes,4
2023-06-01,Cagayan Valley,Garlic,91.22,137.4,32.9,42.31,57.58,Yes,6
2024-05-23,Western Visayas,Banana,45.08,282.7,34.2,30.8,65.46,Yes,5
2025-05-01,Central Luzon,Mango,65.74,164.6,32.9,49.05,70.34,Yes,6
2023-06-16,Davao Region,Tomato,99.01,180.1,33.7,34.86,42.35,No,7
2025-02-13,Zamboanga Peninsula,Garlic,47.62,221.2,29.5,36.03,43.85,Yes,9
2024-07-25,Central Luzon,Garlic,56.66,146.8,32.4,42.84,41.98,No,4
2024-06-09,Cagayan Valley,Banana,57.16,105.8,34.2,53.02,47.11,No,10
2023-11-02,Cagayan Valley,Pineapple,45.19,283.8,28.2,59.17,57.7,Yes,9
2024-03-03,Davao Region,Rice,45.91,88.3,33.3,37.86,46.83,Yes,6
2023-12-14,Cagayan Valley,Rice,52.21,181.5,34.0,54.43,54.62,No,4
2025-02-26,Eastern Visayas,Tobacco,45.85,132.6,29.0,52.93,72.95,No,2
2024-04-07,CALABARZON,Garlic,43.08,50.9,34.2,59.74,71.08,No,2
2024-06-21,SOCCSKSARGEN,Mango,87.7,280.8,33.5,55.0,64.54,Yes,1
2024-05-11,Cagayan Valley,Tobacco,53.16,171.3,32.4,58.84,43.46,Yes,5
2024-12-20,Bicol Region,Onion,56.57,146.4,34.3,59.96,67.22,No,2
2024-09-03,SOCCSKSARGEN,Corn,89.96,247.5,29.6,48.23,47.27,No,4
2025-02-05,Ilocos Region,Pineapple,63.54,177.0,30.6,47.35,71.66,No,6
2023-09-25,Cagayan Valley,Onion,68.4,115.4,28.3,43.7,40.76,No,4
2025-02-08,Central Visayas,Sugarcane,73.03,230.6,33.2,51.59,63.36,Yes,9
2024-01-01,Zamboanga Peninsula,Pineapple,30.63,84.4,35.5,54.83,70.04,No,1
2023-05-16,CALABARZON,Tomato,42.37,214.0,35.8,38.64,68.79,No,7
2024-07-28,Central Visayas,Tobacco,70.01,127.0,35.9,41.75,72.05,No,2
2023-12-22,Eastern Visayas,Tobacco,45.15,99.4,28.8,38.69,40.41,No,1
2024-08-20,Ilocos Region,Banana,98.68,98.1,29.2,52.91,40.56,Yes,1
2023-05-19,Western Visayas,Tomato,85.32,273.9,33.5,40.75,71.93,Yes,7
2023-06-23,CALABARZON,Coffee,46.41,50.0,35.2,46.63,44.5,No,8
